Population,State,City
4284,Georgia,Chatsworth
2588,Georgia,Chattahoochee Hills
3125,Georgia,Chickamauga
1724,Georgia,Clarkesville
2643,Georgia,Claxton
2216,Georgia,Clayton
3739,Georgia,Cleveland
275,Georgia,Climax
4782,Georgia,Cochran
14871,Georgia,College Park
1932,Georgia,Colquitt
201165,Georgia,Columbus
6476,Georgia,Commerce
525,Georgia,Coolidge
11358,Georgia,Cordele
4170,Georgia,Cornelia
13416,Georgia,Covington
5562,Georgia,Cumming
3610,Georgia,Cuthbert
12194,Georgia,Dallas
33475,Georgia,Dalton
563,Georgia,Danielsville
2006,Georgia,Davisboro
4352,Georgia,Dawson
20001,Georgia,Decatur
1987,Georgia,Demorest
340,Georgia,Dillard
785,Georgia,Doerun
2822,Georgia,Donalsonville
11892,Georgia,Douglas
31347,Georgia,Douglasville
16217,Georgia,Dublin
28350,Georgia,Duluth
47531,Georgia,Dunwoody
2398,Georgia,East Dublin
539,Georgia,East Ellijay
5295,Georgia,Eastman
36172,Georgia,East Point
6483,Georgia,Eatonton
1470,Georgia,Edison
4476,Georgia,Elberton
1808,Georgia,Ellaville
1630,Georgia,Ellijay
1486,Georgia,Emerson
1284,Georgia,Enigma
420,Georgia,Ephesus
902,Georgia,Eton
13938,Georgia,Fairburn
727,Georgia,Fairmount
16216,Georgia,Fayetteville
9034,Georgia,Fitzgerald
6117,Georgia,Flowery Branch
5646,Georgia,Folkston
19007,Georgia,Forest Park
3960,Georgia,Forsyth
9504,Georgia,Fort Oglethorpe
974,Georgia,Franklin
1025,Georgia,Franklin Springs
35111,Georgia,Gainesville
8968,Georgia,Garden City
5210,Georgia,Glennville
717,Georgia,Glenwood
2044,Georgia,Gordon
3113,Georgia,Grantville
3244,Georgia,Gray
3371,Georgia,Greensboro
854,Georgia,Greenville
23313,Georgia,Griffin
12525,Georgia,Grovetown
1698,Georgia,Guyton
962,Georgia,Hagan
2877,Georgia,Hahira
7133,Georgia,Hampton
6799,Georgia,Hapeville
2811,Georgia,Harlem
476,Georgia,Harrison
4496,Georgia,Hartwell
4279,Georgia,Hazlehurst
520,Georgia,Helen
3147,Georgia,Helena
870,Georgia,Hiawassee
35311,Georgia,Hinesville
3613,Georgia,Hiram
533,Georgia,Hoboken
3105,Georgia,Hogansville
9807,Georgia,Holly Springs
880,Georgia,Homeland
2413,Georgia,Homerville
4941,Georgia,Jackson
9638,Georgia,Jefferson
10289,Georgia,Jesup
84093,Georgia,Johns Creek
4530,Georgia,Jonesboro
31289,Georgia,Kennesaw
16393,Georgia,Kingsland
7062,Georgia,Lafayette
30723,Georgia,LaGrange
3402,Georgia,Lakeland
755,Georgia,Lake Park
2121,Georgia,Lavonia
29821,Georgia,Lawrenceville
392,Georgia,Leslie
12455,Georgia,Lilburn
1491,Georgia,Lincolnton
5734,Georgia,Locust Grove
10699,Georgia,Loganville
1577,Georgia,Lookout Mountain
1941,Georgia,Ludowici
1266,Georgia,Lumber City
1083,Georgia,Lumpkin
91177,Georgia,Macon
3983,Georgia,Madison
4069,Georgia,Manchester
58893,Georgia,Marietta
1382,Georgia,Marshallville
1795,Georgia,Maysville
1043,Georgia,McCaysville
22713,Georgia,McDonough
650,Georgia,McIntyre
1035,Georgia,Meigs
4184,Georgia,Metter
267,Georgia,Midville
2152,Georgia,Midway
19927,Georgia,Milledgeville
35751,Georgia,Milton
3318,Georgia,Montezuma
2592,Georgia,Monticello
6948,Georgia,Morrow
14554,Georgia,Moultrie
1078,Georgia,Mountain City
1700,Georgia,Mount Zion
1095,Georgia,Nahunta
4993,Georgia,Nashville
266,Georgia,Newington
34453,Georgia,Newnan
3438,Georgia,Nicholls
15834,Georgia,Norcross
976,Georgia,Norman Park
4126,Georgia,Oakwood
3553,Georgia,Ocilla
1260,Georgia,Omega
2180,Georgia,Oxford
4775,Georgia,Palmetto
735,Georgia,Patterson
610,Georgia,Pavo
34706,Georgia,Peachtree City
2087,Georgia,Pearson
3853,Georgia,Pelham
2317,Georgia,Pembroke
750,Georgia,Pine Lake
21069,Georgia,Pooler
647,Georgia,Portal
1446,Georgia,Porterdale
6338,Georgia,Port Wentworth
852,Georgia,Poulan
14350,Georgia,Powder Springs
3607,Georgia,Quitman
1047,Georgia,Ray City
179,Georgia,Register
1158,Georgia,Remerton
1037,Georgia,Reynolds
10841,Georgia,Richmond Hill
9294,Georgia,Rincon
3665,Georgia,Ringgold
15610,Georgia,Riverdale
1011,Georgia,Roberta
1133,Georgia,Rochelle
4125,Georgia,Rockmart
36098,Georgia,Rome
95373,Georgia,Roswell
2547,Georgia,Royston
5807,Georgia,Sandersville
101180,Georgia,Sandy Springs
985,Georgia,Sardis
235200,Georgia,Savannah-Chatham Metropolitan
774,Georgia,Screven
3669,Georgia,Senoia
445,Georgia,Shiloh
268,Georgia,Sky Valley
53080,Georgia,Smyrna
19260,Georgia,Snellville
4288,Georgia,Social Circle
1987,Georgia,Sparks
1314,Georgia,Sparta
2798,Georgia,Springfield
30201,Georgia,Statesboro
17701,Georgia,St. Marys
5984,Georgia,Stone Mountain
4449,Georgia,Summerville
16539,Georgia,Suwanee
7707,Georgia,Swainsboro
708,Georgia,Sycamore
2540,Georgia,Sylvania
6322,Georgia,Sylvester
891,Georgia,Talbotton
169,Georgia,Tallulah Falls
4238,Georgia,Temple
1518,Georgia,Tennille
9048,Georgia,Thomaston
18451,Georgia,Thomasville
2625,Georgia,Thunderbolt
16781,Georgia,Tifton
521,Georgia,Tignall
8379,Georgia,Toccoa
471,Georgia,Toomsboro
2275,Georgia,Trenton
1796,Georgia,Trion
868,Georgia,Tunnel Hill
1735,Georgia,Twin City
3091,Georgia,Tybee Island
6997,Georgia,Tyrone
20826,Georgia,Union City
1639,Georgia,Union Point
590,Georgia,Uvalda
10652,Georgia,Vidalia
1994,Georgia,Wadley
4278,Georgia,Walthourville
406,Georgia,Warm Springs
71614,Georgia,Warner Robins
2896,Georgia,Watkinsville
737,Georgia,Waverly Hall
14206,Georgia,Waycross
5793,Georgia,Waynesboro
3539,Georgia,West Point
481,Georgia,Whigham
1366,Georgia,Willacoochee
14291,Georgia,Winder
1137,Georgia,Winterville
911,Georgia,Woodbury
25515,Georgia,Woodstock
2096,Georgia,Wrens
1151,Georgia,Zebulon
1959,Idaho,Aberdeen
4404,Idaho,American Falls
2269,Idaho,Bellevue
11826,Idaho,Blackfoot
2586,Idaho,Bonners Ferry
4183,Idaho,Buhl
893,Idaho,Cascade
1084,Idaho,Challis
926,Idaho,Cottonwood
6509,Idaho,Emmett
2575,Idaho,Filer
4734,Idaho,Fruitland
11342,Idaho,Garden City
3502,Idaho,Gooding
3153,Idaho,Grangeville
862,Idaho,Hagerman
3134,Idaho,Heyburn
2606,Idaho,Homedale
58188,Idaho,Idaho Falls
11059,Idaho,Jerome
1323,Idaho,Kamiah
2109,Idaho,Kellogg
2670,Idaho,Ketchum
3351,Idaho,Kimberly
32093,Idaho,Lewiston
2851,Idaho,McCall
82064,Idaho,Meridian
24714,Idaho,Moscow
13644,Idaho,Mountain Home
3098,Idaho,Orofino
1542,Idaho,Osburn
2030,Idaho,Parma
1616,Idaho,Pinehurst
54935,Idaho,Pocatello
1110,Idaho,Ponderay
28959,Idaho,Post Falls
5128,Idaho,Preston
1706,Idaho,Priest River
7078,Idaho,Rathdrum
26298,Idaho,Rexburg
4031,Idaho,Rigby
5500,Idaho,Rupert
3020,Idaho,Salmon
7412,Idaho,Sandpoint
4408,Idaho,Shelley
1488,Idaho,Shoshone
2946,Idaho,Soda Springs
2016,Idaho,Spirit Lake
3446,Idaho,St. Anthony
2335,Idaho,St. Maries
1391,Idaho,Sun Valley
5399,Idaho,Weiser
2740,Idaho,Wendell
1568,Idaho,Wilder
37378,Illinois,Addison
878,Illinois,Albany
1975,Illinois,Albion
3567,Illinois,Aledo
29980,Illinois,Algonquin
19461,Illinois,Alsip
2309,Illinois,Altamont
27277,Illinois,Alton
2392,Illinois,Amboy
4380,Illinois,Anna
14393,Illinois,Antioch
2888,Illinois,Arcola
75978,Illinois,Arlington Heights
344,Illinois,Armington
2281,Illinois,Arthur
1292,Illinois,Ashland
929,Illinois,Ashton
1982,Illinois,Athens
1207,Illinois,Atwood
2059,Illinois,Aviston
1577,Illinois,Bannockburn
10356,Illinois,Barrington
4229,Illinois,Barrington Hills
1308,Illinois,Barry
6439,Illinois,Bartonville
5924,Illinois,Beardstown
4454,Illinois,Beecher
401,Illinois,Belgium
43527,Illinois,Belleville
19155,Illinois,Bellwood
1520,Illinois,Benld
18534,Illinois,Bensenville
7063,Illinois,Benton
5237,Illinois,Berkeley
9441,Illinois,Bethalto
646,Illinois,Blandinsville
22301,Illinois,Bloomingdale
78060,Illinois,Bloomington
23846,Illinois,Blue Island
1147,Illinois,Blue Mound
701,Illinois,Bluffs
74224,Illinois,Bolingbrook
18623,Illinois,Bourbonnais
15860,Illinois,Bradley
6214,Illinois,Braidwood
4538,Illinois,Breese
16541,Illinois,Bridgeview
2226,Illinois,Brighton
7971,Illinois,Broadview
19050,Illinois,Brookfield
526,Illinois,Buda
41774,Illinois,Buffalo Grove
1062,Illinois,Bull Valley
29183,Illinois,Burbank
4239,Illinois,Burnham
10737,Illinois,Burr Ridge
3697,Illinois,Byron
14819,Illinois,Cahokia
2608,Illinois,Cairo
2139,Illinois,Cambridge
11327,Illinois,Campton Hills
14461,Illinois,Canton
26248,Illinois,Carbondale
5828,Illinois,Carlinville
3278,Illinois,Carlyle
38342,Illinois,Carpentersville
2409,Illinois,Carrollton
2567,Illinois,Carthage
18090,Illinois,Cary
2744,Illinois,Casey
4193,Illinois,Caseyville
2030,Illinois,Catlin
1147,Illinois,Central City
12805,Illinois,Centralia
12604,Illinois,Channahon
21926,Illinois,Charleston
1039,Illinois,Chebanse
3250,Illinois,Chenoa
3137,Illinois,Cherry Valley
30424,Illinois,Chicago Heights
14463,Illinois,Chicago Ridge
6135,Illinois,Chillicothe
84204,Illinois,Cicero
8614,Illinois,Clarendon Hills
702,Illinois,Clayton
5547,Illinois,Coal City
3783,Illinois,Coal Valley
1136,Illinois,Cobden
1393,Illinois,Colchester
1062,Illinois,Colfax
25135,Illinois,Collinsville
5151,Illinois,Colona
9960,Illinois,Columbia
4326,Illinois,Cortland
16954,Illinois,Country Club Hills
5982,Illinois,Countryside
20865,Illinois,Crest Hill
8278,Illinois,Crete
1155,Illinois,Danvers
32532,Illinois,Danville
22365,Illinois,Darien
660,Illinois,Davis
75190,Illinois,Decatur
705,Illinois,Deer Creek
18283,Illinois,Deerfield
1681,Illinois,Delavan
1778,Illinois,De Pue
1591,Illinois,De Soto
58975,Illinois,Des Plaines
2520,Illinois,Diamond
1173,Illinois,Divernon
3651,Illinois,Dixmoor
23309,Illinois,Dolton
49558,Illinois,Downers Grove
4042,Illinois,Dupo
5993,Illinois,Du Quoin
4206,Illinois,Dwight
1673,Illinois,Earlville
6181,Illinois,East Alton
482,Illinois,East Carondelet
1692,Illinois,East Dubuque
2889,Illinois,East Dundee
1557,Illinois,East Hazel Crest
21430,Illinois,East Moline
308,Illinois,Easton
23458,Illinois,East Peoria
26616,Illinois,East St. Louis
24511,Illinois,Edwardsville
12633,Illinois,Effingham
5689,Illinois,Elburn
110454,Illinois,Elgin
757,Illinois,Elizabeth
33414,Illinois,Elk Grove Village
45501,Illinois,Elmhurst
2105,Illinois,Elmwood
24998,Illinois,Elmwood Park
2810,Illinois,El Paso
2279,Illinois,Elwood
1576,Illinois,Erie
5360,Illinois,Eureka
75709,Illinois,Evanston
19951,Illinois,Evergreen Park
3731,Illinois,Fairbury
5068,Illinois,Fairfield
2573,Illinois,Fairmont City
630,Illinois,Fairmount
2405,Illinois,Farmington
355,Illinois,Fayetteville
669,Illinois,Findlay
1924,Illinois,Fisher
476,Illinois,Fithian
5054,Illinois,Flora
9526,Illinois,Flossmoor
14233,Illinois,Forest Park
700,Illinois,Forest View
10537,Illinois,Fox Lake
4740,Illinois,Fox River Grove
18115,Illinois,Frankfort
979,Illinois,Franklin Grove
18417,Illinois,Franklin Park
4363,Illinois,Freeburg
25043,Illinois,Freeport
3415,Illinois,Fulton
3392,Illinois,Galena
31602,Illinois,Galesburg
6541,Illinois,Geneseo
21790,Illinois,Geneva
5185,Illinois,Genoa
3424,Illinois,Georgetown
1297,Illinois,Germantown
3388,Illinois,Gibson City
975,Illinois,Gifford
7484,Illinois,Gilberts
3247,Illinois,Gillespie
1780,Illinois,Gilman
2068,Illinois,Girard
1018,Illinois,Glasford
12916,Illinois,Glen Carbon
8840,Illinois,Glencoe
34630,Illinois,Glendale Heights
27736,Illinois,Glen Ellyn
45125,Illinois,Glenview
9060,Illinois,Glenwood
17894,Illinois,Godfrey
653,Illinois,Godley
886,Illinois,Goodfield
661,Illinois,Grafton
1437,Illinois,Grandview
29447,Illinois,Granite City
333,Illinois,Grantfork
1321,Illinois,Grant Park
1377,Illinois,Granville
21142,Illinois,Grayslake
1647,Illinois,Grayville
1034,Illinois,Greenfield
1502,Illinois,Greenup
6965,Illinois,Greenville
31253,Illinois,Gurnee
5642,Illinois,Hampshire
1863,Illinois,Hampton
829,Illinois,Hanover
38499,Illinois,Hanover Park
9034,Illinois,Harrisburg
1400,Illinois,Hartford
9326,Illinois,Harvard
8675,Illinois,Harwood Heights
3197,Illinois,Havana
7731,Illinois,Hawthorn Woods
14208,Illinois,Hazel Crest
248,Illinois,Henning
2379,Illinois,Henry
12751,Illinois,Herrin
1593,Illinois,Herscher
2891,Illinois,Heyworth
14172,Illinois,Hickory Hills
9880,Illinois,Highland
29939,Illinois,Highland Park
5345,Illinois,Highwood
6107,Illinois,Hillsboro
523,Illinois,Hillsdale
8203,Illinois,Hillside
17222,Illinois,Hinsdale
1896,Illinois,Hodgkins
52422,Illinois,Hoffman Estates
1197,Illinois,Homer
24395,Illinois,Homer Glen
4366,Illinois,Hometown
19445,Illinois,Homewood
5266,Illinois,Hoopeston
869,Illinois,Hopedale
1851,Illinois,Hudson
24978,Illinois,Huntley
3844,Illinois,Indian Head Park
273,Illinois,Indianola
7519,Illinois,Inverness
658,Illinois,Irvington
8027,Illinois,Island Lake
8810,Illinois,Itasca
19256,Illinois,Jacksonville
1650,Illinois,Jerome
8491,Illinois,Jerseyville
148462,Illinois,Joliet
13055,Illinois,Justice
27286,Illinois,Kankakee
2526,Illinois,Kenilworth
12739,Illinois,Kewanee
3974,Illinois,Kildeer
1485,Illinois,Kincaid
1159,Illinois,Kingston
2876,Illinois,Knoxville
1863,Illinois,Lacon
13650,Illinois,La Grange Park
1218,Illinois,La Harpe
5703,Illinois,Lake Bluff
19335,Illinois,Lake Forest
29133,Illinois,Lake in the Hills
6047,Illinois,Lakemoor
8798,Illinois,Lake Villa
3811,Illinois,Lakewood
19999,Illinois,Lake Zurich
28520,Illinois,Lansing
9448,Illinois,La Salle
4244,Illinois,Lawrenceville
961,Illinois,Leland
1574,Illinois,Leland Grove
16460,Illinois,Lemont
2072,Illinois,Lexington
20368,Illinois,Libertyville
14265,Illinois,Lincoln
7271,Illinois,Lincolnshire
12675,Illinois,Lincolnwood
14470,Illinois,Lindenhurst
22717,Illinois,Lisle
6775,Illinois,Litchfield
755,Illinois,Loami
25100,Illinois,Lockport
43883,Illinois,Lombard
1122,Illinois,Lovington
10781,Illinois,Lyons
19246,Illinois,Macomb
7588,Illinois,Mahomet
1152,Illinois,Malta
7152,Illinois,Manhattan
1312,Illinois,Maple Park
7572,Illinois,Marengo
945,Illinois,Marine
17349,Illinois,Marion
1787,Illinois,Maroa
5056,Illinois,Marseilles
1155,Illinois,Martinsville
7890,Illinois,Maryville
7966,Illinois,Mascoutah
19188,Illinois,Matteson
18297,Illinois,Mattoon
24184,Illinois,Maywood
231,Illinois,McCook
26761,Illinois,McHenry
828,Illinois,McLean
25559,Illinois,Melrose Park
7409,Illinois,Mendota
1032,Illinois,Meredosia
1906,Illinois,Merrionette Park
6455,Illinois,Metropolis
14918,Illinois,Midlothian
5093,Illinois,Milan
1002,Illinois,Milledgeville
3962,Illinois,Millstadt
2071,Illinois,Minonk
11149,Illinois,Minooka
3281,Illinois,Momence
9488,Illinois,Monmouth
19259,Illinois,Montgomery
5436,Illinois,Monticello
13882,Illinois,Morris
4127,Illinois,Morrison
23516,Illinois,Morton Grove
7100,Illinois,Mount Carmel
1652,Illinois,Mount Carroll
2937,Illinois,Mount Morris
2065,Illinois,Mount Olive
54600,Illinois,Mount Prospect
1540,Illinois,Mount Pulaski
2008,Illinois,Mount Sterling
15203,Illinois,Mount Vernon
5885,Illinois,Mount Zion
1785,Illinois,Moweaqua
31291,Illinois,Mundelein
7866,Illinois,Murphysboro
144221,Illinois,Naperville
3204,Illinois,Nashville
1626,Illinois,Neoga
2000,Illinois,New Athens
1366,Illinois,New Berlin
24805,Illinois,New Lenox
2808,Illinois,Newton
30008,Illinois,Niles
2201,Illinois,Nokomis
14676,Illinois,Norridge
1267,Illinois,Norris City
17095,Illinois,North Aurora
33567,Illinois,Northbrook
28780,Illinois,North Chicago
5484,Illinois,Northfield
12382,Illinois,Northlake
6698,Illinois,North Riverside
480,Illinois,Norwood
8022,Illinois,Oak Brook
2161,Illinois,Oakbrook Terrace
28211,Illinois,Oak Forest
57083,Illinois,Oak Lawn
52051,Illinois,Oak Park
1568,Illinois,Oakwood
2084,Illinois,Oakwood Hills
1435,Illinois,Oblong
29388,Illinois,O'Fallon
3737,Illinois,Oglesby
1418,Illinois,Okawville
9084,Illinois,Olney
5046,Illinois,Olympia Fields
1329,Illinois,Onarga
1308,Illinois,Oquawka
1858,Illinois,Orion
7223,Illinois,Orland Hills
57578,Illinois,Orland Park
32057,Illinois,Oswego
18507,Illinois,Ottawa
69317,Illinois,Palatine
1337,Illinois,Palestine
12611,Illinois,Palos Heights
17646,Illinois,Palos Hills
4909,Illinois,Palos Park
5778,Illinois,Pana
8612,Illinois,Paris
7496,Illinois,Park City
22052,Illinois,Park Forest
37788,Illinois,Park Ridge
571,Illinois,Patoka
2747,Illinois,Pawnee
4441,Illinois,Paxton
6117,Illinois,Peoria Heights
4160,Illinois,Peotone
10155,Illinois,Peru
1976,Illinois,Phoenix
587,Illinois,Pierron
5582,Illinois,Pinckneyville
5028,Illinois,Pingree Grove
4529,Illinois,Pittsfield
40639,Illinois,Plainfield
11104,Illinois,Plano
959,Illinois,Pleasant Hill
807,Illinois,Pleasant Plains
2300,Illinois,Polo
11802,Illinois,Pontiac
5732,Illinois,Pontoon Beach
6028,Illinois,Posen
737,Illinois,Potomac
586,Illinois,Prairie du Rocher
7484,Illinois,Princeton
16399,Illinois,Prospect Heights
352,Illinois,Raleigh
1029,Illinois,Ramsey
550,Illinois,Rankin
12933,Illinois,Rantoul
984,Illinois,Raymond
3613,Illinois,Red Bud
1905,Illinois,Richmond
13768,Illinois,Richton Park
869,Illinois,Ridge Farm
13625,Illinois,Riverdale
11229,Illinois,River Forest
10287,Illinois,River Grove
8908,Illinois,Riverside
3480,Illinois,Riverton
3656,Illinois,Riverwoods
5438,Illinois,Robbins
7677,Illinois,Robinson
3786,Illinois,Rochester
1973,Illinois,Rockdale
9100,Illinois,Rock Falls
38893,Illinois,Rock Island
7619,Illinois,Rockton
24283,Illinois,Rolling Meadows
39778,Illinois,Romeoville
1759,Illinois,Roodhouse
23047,Illinois,Roselle
4238,Illinois,Rosemont
18496,Illinois,Round Lake
28087,Illinois,Round Lake Beach
